squareMeters,floor,buildYear,poiCount,price_per_m2,clinicDistance_binned,kindergartenDistance_binned,collegeDistance_binned,pharmacyDistance_binned,centreDistance_binned,price_per_m2_log,hasParkingSpace_yes,hasBalcony_yes,hasElevator_no,hasElevator_yes,type_blockOfFlats,type_tenement,condition_premium,condition_standard
66.0,5.0,2016.0,12.0,19900.0,1,0,3,0,3,9.898475010712584,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
37.81,2.0,1965.0,23.0,13488.0,1,0,2,0,9,9.509555680241636,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
42.0,2.0,2022.0,12.0,19048.0,1,0,2,0,3,9.854717388166698,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
47.0,1.0,2000.0,3.0,15936.0,2,0,5,1,6,9.67633597982438,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
96.91,1.0,2023.0,1.0,11867.0,3,1,5,0,7,9.38151671766514,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
38.0,3.0,2016.0,16.0,17079.0,1,0,2,0,5,9.745604917619191,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
36.0,2.0,1936.0,3.0,14444.0,1,1,0,1,2,9.578034382397348,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
36.53,4.0,1970.0,23.0,13687.0,1,0,2,0,8,9.524201756211266,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
57.0,2.0,1970.0,16.0,14018.0,1,0,2,0,9,9.54809749706027,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
50.0,9.0,1991.0,16.0,15300.0,0,0,0,0,7,9.635608107380527,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
59.0,3.0,1970.0,45.0,25399.0,0,0,0,0,1,10.142465082152865,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
62.22,3.0,2007.0,11.0,14304.0,1,0,1,0,6,9.568294497413296,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
36.0,2.0,1936.0,4.0,14444.0,1,1,0,1,2,9.578034382397348,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
38.0,3.0,1976.0,16.0,18553.0,0,0,1,0,2,9.828386780026877,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
61.06,1.0,2023.0,25.0,22437.0,0,0,0,0,1,10.018466660859778,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
25.5,4.0,1964.0,26.0,19176.0,0,0,2,0,8,9.86141477611422,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
68.0,3.0,1950.0,23.0,11397.0,1,0,2,0,9,9.341105441855735,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
100.0,1.0,2024.0,3.0,18150.0,1,1,0,1,4,9.806425839692997,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
26.7,3.0,2024.0,4.0,20187.0,7,0,7,1,9,9.912794111856428,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
71.0,2.0,1982.0,17.0,13380.0,0,0,1,0,4,9.50151633368222,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
56.2,3.0,1980.0,45.0,16014.0,1,0,2,0,2,9.68121861863258,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
57.0,3.0,1980.0,7.0,12263.0,1,0,3,1,5,9.414341877762027,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
47.0,2.0,1980.0,12.0,15319.0,2,0,2,0,9,9.636849167012697,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
33.0,2.0,1920.0,38.0,25399.0,1,1,1,0,1,10.142465082152865,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
63.25,9.0,2004.0,20.0,19763.0,1,0,1,0,5,9.891566781640435,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
48.0,1.0,2000.0,6.0,17188.0,1,1,3,1,5,9.751966744894887,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
47.0,1.0,2000.0,15.0,14255.0,0,0,0,0,2,9.564863001346772,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
34.4,1.0,2000.0,13.0,15116.0,1,0,0,0,4,9.62350906446938,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
69.0,3.0,1990.0,16.0,13478.0,0,0,0,0,7,9.508814005506162,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
100.0,2.0,1920.0,45.0,17836.0,0,0,1,0,1,9.788974165747367,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
96.62,1.0,2024.0,3.0,21950.0,1,1,0,1,4,9.996522418503318,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
77.51,2.0,2013.0,3.0,14450.0,1,0,4,0,6,9.578449693540579,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
51.33,2.0,2012.0,6.0,18508.0,1,0,0,1,4,9.825958350026891,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
51.0,1.0,1950.0,30.0,12353.0,3,0,0,0,9,9.421654227536814,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
77.4,3.0,1922.0,36.0,23243.0,0,1,1,0,1,10.053759290414428,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
38.0,1.0,2001.0,11.0,15395.0,1,0,5,0,5,9.641798060358601,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
70.6,3.0,2001.0,6.0,14000.0,1,0,4,0,6,9.546812608597396,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
28.46,2.0,2008.0,28.0,25399.0,1,1,1,0,2,10.142465082152865,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
45.1,3.0,2014.0,12.0,16585.0,0,0,4,0,5,9.716253951381153,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
25.99,2.0,2017.0,10.0,19900.0,2,0,5,0,6,9.898475010712584,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
49.0,3.0,1970.0,28.0,18347.0,2,0,0,0,9,9.81722135237872,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
30.16,3.0,2019.0,11.0,20600.0,0,0,2,0,6,9.933046354777673,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
47.5,1.0,1969.0,21.0,15768.0,0,0,0,0,2,9.665737848832556,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
48.25,4.0,2014.0,5.0,17927.0,1,0,2,1,4,9.79406323525484,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
78.3,3.0,1922.0,26.0,15581.0,1,0,1,0,2,9.653807502217354,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
58.83,3.0,1927.0,32.0,16500.0,0,1,1,0,2,9.711115659888671,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
40.0,1.0,1960.0,24.0,18300.0,0,0,0,0,1,9.814656338829513,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
45.0,2.0,2015.0,45.0,25399.0,1,0,0,0,0,10.142465082152865,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
34.0,1.0,1995.0,20.0,17059.0,0,0,4,0,4,9.74443320268052,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
65.0,2.0,2000.0,11.0,10908.0,4,0,2,0,7,9.297251743965479,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
77.4,3.0,1920.0,42.0,23243.0,0,1,1,0,1,10.053759290414428,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
100.0,4.0,1930.0,4.0,11379.0,1,1,1,1,2,9.339524830357009,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
46.0,2.0,2015.0,21.0,18457.0,2,0,4,0,6,9.823198981307291,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
29.6,4.0,1952.0,9.0,20777.0,2,0,2,1,9,9.941601884644786,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
38.9,1.0,2016.0,14.0,25399.0,0,0,1,0,2,10.142465082152865,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
29.0,6.0,2018.0,7.0,23932.0,0,0,3,1,4,10.082971754509922,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
51.25,9.0,2018.0,9.0,16293.0,2,0,2,0,9,9.698490846702954,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
64.0,9.0,2004.0,17.0,19531.0,1,0,1,0,4,9.879758225836891,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
36.0,3.0,1955.0,21.0,15972.0,2,0,2,0,9,9.678592468183112,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
50.16,3.0,2015.0,4.0,11942.0,2,1,8,0,7,9.387816877106937,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
55.0,11.0,2018.0,24.0,16909.0,3,0,2,0,7,9.735601303538429,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
31.89,2.0,2015.0,0.0,16902.0,4,2,1,2,7,9.735187237104428,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
33.0,2.0,2000.0,14.0,13636.0,1,0,1,0,9,9.520468633257794,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
27.37,1.0,2018.0,15.0,21885.0,0,0,1,0,5,9.993556749624995,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
47.0,2.0,1950.0,16.0,18043.0,0,0,1,0,3,9.800513076908299,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
52.0,2.0,1930.0,45.0,19808.0,1,0,1,0,0,9.893841175484322,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
34.0,4.0,1987.0,22.0,17353.0,0,0,0,0,7,9.761520681090504,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
48.0,7.0,1990.0,30.0,20729.0,0,0,0,0,3,9.93928896499951,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
44.5,1.0,2016.0,14.0,25399.0,0,0,1,0,2,10.142465082152865,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
100.0,4.0,2005.0,25.0,11903.0,0,0,6,0,6,9.384545748167879,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
34.0,3.0,1963.0,21.0,17294.0,2,0,2,0,8,9.758114899520375,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
99.0,3.0,2000.0,12.0,14131.0,0,0,1,0,3,9.556126244582746,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
67.5,1.0,1998.0,1.0,15793.0,3,0,3,1,7,9.667322082870054,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
61.4,3.0,1980.0,22.0,13502.0,0,0,0,0,6,9.510593101601815,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
82.0,1.0,1920.0,45.0,21000.0,0,0,0,0,0,9.95227771670556,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
44.0,7.0,1970.0,8.0,14091.0,1,1,1,0,5,9.553291574695105,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
45.0,3.0,1978.0,11.0,15533.0,0,0,2,0,6,9.650722071987907,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
63.0,1.0,2020.0,0.0,15841.0,4,2,1,2,7,9.670356794688852,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
66.0,3.0,1987.0,19.0,13621.0,1,0,2,0,9,9.519367998447342,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
43.6,1.0,1980.0,19.0,14564.0,2,0,3,0,5,9.586308009295324,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
35.0,3.0,1962.0,15.0,18857.0,1,0,3,0,4,9.844639476726922,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
88.2,1.0,2018.0,1.0,16553.0,3,0,3,1,7,9.714322633260165,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
45.0,1.0,2022.0,7.0,19667.0,0,1,2,0,3,9.886697383228654,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
58.0,3.0,2000.0,6.0,13603.0,2,0,0,0,6,9.51804563563343,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
35.5,3.0,1958.0,27.0,18000.0,3,0,1,0,9,9.798127036878302,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
43.49,1.0,2022.0,8.0,14716.0,2,0,7,0,9,9.596690616224665,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
25.37,1.0,2000.0,25.0,19117.0,0,0,1,0,3,9.858333270529018,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
34.5,3.0,1920.0,45.0,22319.0,0,0,1,0,1,10.013193612624185,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
26.77,3.0,2023.0,4.0,15689.0,2,0,5,0,4,9.660715108832955,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
44.1,1.0,2018.0,0.0,14626.0,4,2,1,2,7,9.590556045830896,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
43.0,2.0,2000.0,4.0,15500.0,3,0,2,0,6,9.648595302907339,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
70.0,1.0,2020.0,3.0,17700.0,1,1,7,1,7,9.78131991856192,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
64.0,4.0,2010.0,10.0,15609.0,1,0,7,0,7,9.655602949958412,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
47.91,3.0,2000.0,12.0,15028.0,0,0,4,0,4,9.61767040669386,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
48.32,1.0,2011.0,3.0,17591.0,0,1,5,2,8,9.775142686598905,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
47.5,5.0,2020.0,10.0,15579.0,2,0,2,0,9,9.653679132512428,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
62.0,1.0,2000.0,22.0,13710.0,0,0,4,0,4,9.52588077255636,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
40.09,2.0,2024.0,20.0,16626.0,0,0,4,0,4,9.718723014091033,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
33.99,3.0,2005.0,16.0,15593.0,0,0,5,0,6,9.654577374584886,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
67.17,7.0,2016.0,15.0,17865.0,1,0,0,0,3,9.79059877045751,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
50.22,2.0,2016.0,10.0,15532.0,0,0,4,0,5,9.650657690851558,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
52.0,2.0,2019.0,6.0,15769.0,3,0,5,0,9,9.665801266405587,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
90.52,3.0,1943.0,32.0,17676.0,0,0,0,0,3,9.77996306625063,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
60.0,3.0,2023.0,17.0,16917.0,0,0,4,0,4,9.736074312475292,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
30.0,4.0,1973.0,20.0,15833.0,1,0,1,0,5,9.669851648501433,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
52.0,4.0,1980.0,10.0,14831.0,0,0,4,0,5,9.604474863741963,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
49.77,2.0,1965.0,14.0,14061.0,1,0,1,0,5,9.551160286590816,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
45.0,1.0,2021.0,6.0,16900.0,1,0,2,1,5,9.735068900911164,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
63.01,1.0,2022.0,30.0,24500.0,1,1,2,0,2,10.106428396532818,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
54.81,2.0,2017.0,20.0,21900.0,1,0,1,0,1,9.994241915804592,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
37.3,1.0,1973.0,12.0,14745.0,2,0,4,0,7,9.598659321249377,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
36.0,3.0,1936.0,2.0,14444.0,2,1,0,1,2,9.578034382397348,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
37.0,1.0,1970.0,40.0,15135.0,1,0,2,0,2,9.624765221455819,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
29.15,5.0,1975.0,20.0,17118.0,2,0,4,0,9,9.747885820441555,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
51.25,9.0,2018.0,15.0,16195.0,1,0,1,0,9,9.692457831605429,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
25.5,4.0,2000.0,24.0,19176.0,0,0,2,0,8,9.86141477611422,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
26.7,3.0,2000.0,5.0,20187.0,7,0,7,0,9,9.912794111856428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
62.22,3.0,2007.0,12.0,13983.0,1,0,1,0,6,9.54559758504085,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
60.08,2.0,2011.0,30.0,16628.0,0,1,0,0,2,9.718843300372528,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
40.0,1.0,2000.0,10.0,14750.0,0,0,2,0,6,9.598998361767967,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
30.0,1.0,2008.0,10.0,17000.0,1,0,4,0,6,9.740968623038354,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
77.0,2.0,2023.0,10.0,18688.0,1,0,3,0,3,9.835636885627954,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
51.25,9.0,2018.0,6.0,16956.0,2,0,2,0,9,9.738377032472528,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
52.22,2.0,1975.0,18.0,16067.0,0,0,2,0,6,9.684522758043336,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
60.0,2.0,2012.0,3.0,16000.0,0,0,4,2,7,9.680344001221918,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
49.87,2.0,2014.0,0.0,15039.0,2,1,8,3,9,9.618402105931613,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
57.57,2.0,1950.0,18.0,15112.0,0,0,1,0,2,9.623244409181346,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
100.0,2.0,1935.0,29.0,17618.0,1,0,1,0,2,9.776676385669742,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
52.5,8.0,1980.0,13.0,13467.0,1,0,2,0,5,9.507997527450042,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
46.3,2.0,2014.0,11.0,18337.0,2,0,4,1,7,9.816676155549164,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
63.11,3.0,2000.0,17.0,16638.0,1,0,1,0,4,9.719444514843833,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
41.0,2.0,2023.0,2.0,19805.0,1,1,4,1,4,9.893689710056018,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
63.0,4.0,1920.0,45.0,18254.0,0,0,1,0,0,9.812139513076822,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
67.0,2.0,2010.0,1.0,20149.0,3,2,3,1,6,9.910909938351766,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
79.2,1.0,2010.0,18.0,21000.0,0,0,0,0,1,9.95227771670556,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
34.0,3.0,2000.0,3.0,17647.0,1,1,3,0,4,9.778321076243234,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
31.9,3.0,1950.0,19.0,15047.0,2,0,4,0,5,9.618933914758879,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
46.15,4.0,2016.0,5.0,18397.0,2,1,0,0,6,9.819942886825784,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
49.25,1.0,2015.0,0.0,16020.0,1,1,8,2,9,9.68159322062235,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
46.66,4.0,1975.0,19.0,13073.0,1,0,4,0,8,9.47830431356186,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
69.0,4.0,2010.0,11.0,16667.0,1,0,6,0,9,9.721185995542177,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
36.4,1.0,2000.0,18.0,12363.0,3,0,3,0,7,9.422463420006927,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
38.1,1.0,1970.0,13.0,15092.0,2,0,0,0,7,9.621920081084202,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
56.0,4.0,2010.0,6.0,15964.0,1,0,7,0,7,9.678091466168624,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
49.0,3.0,2000.0,4.0,15510.0,7,0,7,1,9,9.649240256170584,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
63.12,2.0,2000.0,12.0,12200.0,2,0,2,0,9,9.409191230721348,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
53.61,2.0,2000.0,4.0,14270.0,7,0,7,1,9,9.565914710470881,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
53.0,8.0,1980.0,12.0,13340.0,1,0,2,0,5,9.498522319469615,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
41.93,1.0,2000.0,12.0,14700.0,2,0,2,0,9,9.595602772766828,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
34.55,2.0,2000.0,12.0,16300.0,2,0,2,0,9,9.698920386794853,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
59.28,3.0,2013.0,11.0,17763.0,0,0,2,0,4,9.784872921199886,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
45.0,1.0,1970.0,20.0,12867.0,0,0,2,0,9,9.46242117318499,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
49.87,2.0,2014.0,0.0,15039.0,1,1,8,2,9,9.618402105931613,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
31.98,4.0,2000.0,4.0,15604.0,7,0,7,1,9,9.655282570626547,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
36.61,2.0,2017.0,24.0,23000.0,0,0,0,0,3,10.043249494911286,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
29.0,6.0,2018.0,7.0,23414.0,0,0,3,1,4,10.061089413039618,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
53.0,9.0,2000.0,12.0,13340.0,1,0,2,0,5,9.498522319469615,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
59.75,3.0,1992.0,10.0,14527.0,1,0,2,1,5,9.583764265872883,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
45.8,3.0,1930.0,17.0,16812.0,0,0,1,0,3,9.729848196125007,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
100.0,4.0,2024.0,5.0,14900.0,1,0,3,0,6,9.60911649193355,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
37.29,2.0,1970.0,18.0,17967.0,2,0,1,0,4,9.796292020932572,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
43.1,5.0,2014.0,13.0,19606.0,1,0,0,0,4,9.883590920821671,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
41.62,1.0,2023.0,0.0,17179.0,2,1,3,1,5,9.751442986626445,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
47.18,1.0,2010.0,7.0,16320.0,1,0,2,0,7,9.700146628518098,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
44.2,2.0,1970.0,21.0,16855.0,2,0,4,0,6,9.732402627668161,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
29.0,2.0,2000.0,28.0,18962.0,2,0,0,0,9,9.850192255477904,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
62.62,1.0,2023.0,1.0,15937.0,7,1,8,1,9,9.676398728859633,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
51.0,1.0,1982.0,16.0,13529.0,0,0,2,0,5,9.51259080860336,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
47.48,1.0,2015.0,45.0,24221.0,1,1,1,0,1,10.094975304446326,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
91.7,1.0,2014.0,11.0,15485.0,1,0,4,0,7,9.647627092407303,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
61.15,3.0,2020.0,10.0,16844.0,1,0,3,1,5,9.73174978928182,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
29.63,2.0,2008.0,0.0,17212.0,4,2,1,2,7,9.75336209395849,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
29.52,7.0,2015.0,18.0,17978.0,1,0,3,0,4,9.796904067133344,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
53.5,2.0,2000.0,1.0,16355.0,3,2,3,2,4,9.702288939972485,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
45.0,3.0,2000.0,14.0,14778.0,0,0,2,0,6,9.600894867348593,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
51.34,1.0,2022.0,9.0,18000.0,3,2,3,0,6,9.798127036878302,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
43.0,4.0,2022.0,13.0,14512.0,0,0,3,0,5,9.582731172354919,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
27.0,3.0,1963.0,9.0,14815.0,3,0,5,0,9,9.603395460007665,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
62.0,3.0,1991.0,21.0,12887.0,0,0,3,0,4,9.46397433028839,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
37.0,4.0,2024.0,0.0,20268.0,4,2,1,2,7,9.9167985665958,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
35.43,1.0,2009.0,10.0,14677.0,1,0,7,0,7,9.594036921611199,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
61.0,2.0,1980.0,9.0,12770.0,2,0,2,0,5,9.454853949026585,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
95.0,2.0,1938.0,45.0,18421.0,1,0,0,0,0,9.821246597152218,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
29.0,2.0,2009.0,40.0,25399.0,0,0,0,0,2,10.142465082152865,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
56.0,5.0,2019.0,4.0,19893.0,3,1,4,1,6,9.898123190036978,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
37.6,8.0,1970.0,20.0,16743.0,1,0,1,0,8,9.725735539456544,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
31.7,3.0,1936.0,19.0,15300.0,1,1,2,0,2,9.635608107380527,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
35.0,2.0,2018.0,2.0,17000.0,3,0,2,0,7,9.740968623038354,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
56.0,4.0,2012.0,6.0,15964.0,1,0,8,0,7,9.678091466168624,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
100.0,2.0,1920.0,32.0,23786.0,0,1,1,0,2,10.076852451287191,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
65.74,3.0,2024.0,6.0,14522.0,0,0,4,0,6,9.583420019940192,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
64.0,3.0,1920.0,23.0,21000.0,1,0,1,0,1,9.95227771670556,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
