squareMeters,floor,buildYear,poiCount,price_per_m2,clinicDistance_binned,kindergartenDistance_binned,collegeDistance_binned,pharmacyDistance_binned,centreDistance_binned,price_per_m2_log,hasParkingSpace_yes,hasBalcony_yes,hasElevator_no,hasElevator_yes,type_blockOfFlats,type_tenement,condition_premium,condition_standard
87.35,1.0,2005.0,19.0,17058.0,1,0,1,0,1,9.744374580879056,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
100.0,3.0,2023.0,18.0,19100.0,1,0,1,0,1,9.857443614034722,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
63.53,2.0,2017.0,0.0,13836.0,2,1,8,2,9,9.53502917005706,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
44.79,1.0,2022.0,13.0,18643.0,0,0,1,0,3,9.833226019495461,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
51.58,2.0,2004.0,8.0,15103.0,1,0,2,0,5,9.62264867856634,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
51.0,1.0,2020.0,0.0,17353.0,2,1,8,3,9,9.761520681090504,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
95.09,4.0,2023.0,9.0,25110.0,1,0,0,1,4,10.13102145215163,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
100.0,2.0,2023.0,9.0,18360.0,1,0,0,1,4,9.817929664174482,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
32.0,2.0,2016.0,9.0,20000.0,1,0,1,0,6,9.903487552536127,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
52.21,1.0,1920.0,45.0,17621.0,0,0,0,0,0,9.77684665156873,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
56.26,2.0,2021.0,12.0,21330.0,0,0,1,0,3,9.967869811465397,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
62.0,2.0,2008.0,26.0,15000.0,0,0,6,0,6,9.615805480084347,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
42.0,1.0,1965.0,12.0,14024.0,1,1,0,0,4,9.54852542660107,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
67.5,4.0,2008.0,45.0,21852.0,0,0,1,0,1,9.992047729515608,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
61.2,3.0,2001.0,3.0,13382.0,1,0,3,0,4,9.501665799342762,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
34.92,1.0,1920.0,42.0,17153.0,1,1,2,0,1,9.749928364409826,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
69.0,2.0,2011.0,0.0,20000.0,4,1,5,2,6,9.903487552536127,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
70.47,6.0,2019.0,16.0,25000.0,1,0,1,0,1,10.126631103850338,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
65.0,3.0,2010.0,8.0,14754.0,1,0,3,0,5,9.599269511444248,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
54.5,3.0,1960.0,18.0,11927.0,3,0,0,0,8,9.386560016578668,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
49.45,1.0,2023.0,1.0,13360.0,1,1,5,1,7,9.500020447090638,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
54.5,3.0,1959.0,19.0,11927.0,3,0,0,0,8,9.386560016578668,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
54.5,3.0,1959.0,20.0,11927.0,3,0,1,0,8,9.386560016578668,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
43.0,3.0,2019.0,0.0,16953.0,7,1,8,1,9,9.738200088297953,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
50.0,4.0,2000.0,14.0,13000.0,1,0,1,0,6,9.472704636443673,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
100.0,1.0,1935.0,16.0,17133.0,0,0,1,0,3,9.748761707332973,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
50.0,3.0,1922.0,45.0,25399.0,0,0,1,0,0,10.142465082152865,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
46.0,4.0,2016.0,4.0,20870.0,2,1,4,0,3,9.946068000071246,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
100.0,2.0,1922.0,45.0,22330.0,1,0,0,0,0,10.013686344834204,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
53.0,5.0,2023.0,8.0,18019.0,0,0,4,0,4,9.799182035726814,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
66.0,1.0,2015.0,2.0,16667.0,1,1,4,1,7,9.721185995542177,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
74.0,3.0,1922.0,4.0,23649.0,1,1,1,1,2,10.071076109728018,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
53.0,5.0,2023.0,5.0,18491.0,1,1,3,1,4,9.825039406206987,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
92.0,3.0,1922.0,15.0,20109.0,0,0,0,0,3,9.908922755026067,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
48.0,7.0,1970.0,19.0,20729.0,0,0,1,0,3,9.93928896499951,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
74.8,4.0,2022.0,45.0,25399.0,0,0,1,0,1,10.142465082152865,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
100.0,1.0,1920.0,37.0,15860.0,0,0,0,0,1,9.671555495188839,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
48.1,3.0,2000.0,1.0,14449.0,3,1,6,1,8,9.57838048699361,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
80.67,1.0,1922.0,45.0,13623.0,0,0,0,0,1,9.51951481976606,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
55.98,2.0,2008.0,3.0,12951.0,1,0,7,1,6,9.468928284223587,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
40.0,2.0,1960.0,18.0,17475.0,0,0,0,0,1,9.768526567102011,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
54.51,1.0,1974.0,7.0,17024.0,1,0,2,1,6,9.742379392141371,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
48.0,7.0,2000.0,20.0,20729.0,0,0,1,0,3,9.93928896499951,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
100.0,1.0,2023.0,1.0,17500.0,5,4,6,3,8,9.769956159911606,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
53.2,7.0,2008.0,14.0,15583.0,0,0,2,0,9,9.653935855445614,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
44.0,4.0,2019.0,40.0,23864.0,0,0,0,0,2,10.080126326194584,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
52.5,3.0,2023.0,7.0,14500.0,1,0,5,0,7,9.581903928408666,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
37.0,3.0,2023.0,4.0,18901.0,2,1,0,1,6,9.846970109700957,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
82.0,1.0,2003.0,8.0,10963.0,0,0,6,0,6,9.30228124567454,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
67.0,1.0,1954.0,30.0,12930.0,3,0,0,0,9,9.467305471765902,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
80.0,2.0,2000.0,16.0,17438.0,1,0,1,0,5,9.766407011987761,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
90.66,4.0,1920.0,45.0,14119.0,0,0,0,0,2,9.555276687009526,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
61.79,5.0,2000.0,17.0,13600.0,1,0,4,0,8,9.517825071724143,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
53.66,7.0,2000.0,17.0,13697.0,1,0,4,0,8,9.524932109734822,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
62.0,4.0,2000.0,45.0,15968.0,0,1,0,0,1,9.678341998551245,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
48.0,8.0,1970.0,45.0,17083.0,0,1,0,0,1,9.745839095947058,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
36.0,2.0,2000.0,15.0,16667.0,0,0,5,0,5,9.721185995542177,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
60.77,7.0,2008.0,17.0,16291.0,0,0,0,0,4,9.69836808706617,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
60.7,7.0,2023.0,7.0,14200.0,1,1,1,0,6,9.560997243589352,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
67.11,3.0,2023.0,7.0,13600.0,1,1,1,0,6,9.517825071724143,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
38.0,2.0,2014.0,13.0,17368.0,1,0,3,0,5,9.762384711558127,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
45.0,3.0,2000.0,16.0,14867.0,3,0,1,0,8,9.60689927061335,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
48.2,5.0,1996.0,3.0,15726.0,3,0,2,0,6,9.663070672551461,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
44.02,3.0,2017.0,19.0,15879.0,1,0,2,0,9,9.672752760526098,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
96.0,2.0,2019.0,31.0,25399.0,1,1,1,0,1,10.142465082152865,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
43.0,1.0,2018.0,14.0,23140.0,0,0,1,0,2,10.049318000747668,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
49.3,1.0,1986.0,12.0,13083.0,0,0,0,0,7,9.479068956510876,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
61.4,1.0,1986.0,12.0,14495.0,0,0,0,0,7,9.581559041355757,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
28.63,1.0,1930.0,45.0,22005.0,1,0,0,0,1,9.999024979245192,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
29.37,1.0,1930.0,45.0,21995.0,1,0,0,0,1,9.99857043378282,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
38.0,3.0,2014.0,45.0,17368.0,0,1,0,0,1,9.762384711558127,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
56.0,2.0,1977.0,4.0,12500.0,2,0,3,0,8,9.433483923290392,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
66.0,2.0,2000.0,6.0,16500.0,1,0,8,0,7,9.711115659888671,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
45.6,3.0,2019.0,10.0,20833.0,0,0,3,1,6,9.944293546928382,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
44.0,3.0,2000.0,0.0,14773.0,3,2,2,2,9,9.600556469321608,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
65.0,2.0,1933.0,45.0,21446.0,1,1,1,0,1,9.97329342678009,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
43.0,3.0,2022.0,1.0,15930.0,1,1,2,1,4,9.675959402904095,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
55.68,1.0,2009.0,15.0,17044.0,1,0,1,0,3,9.743553514619803,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
73.46,1.0,1937.0,30.0,18500.0,0,0,0,0,3,9.825526011066415,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
28.46,2.0,2009.0,40.0,25399.0,0,0,0,0,2,10.142465082152865,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
81.21,2.0,1922.0,22.0,13791.0,1,0,1,0,1,9.531771484474337,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
79.0,3.0,1920.0,12.0,20190.0,1,1,0,0,4,9.912942711306883,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
100.0,5.0,2007.0,6.0,17000.0,0,0,3,0,4,9.740968623038354,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
33.0,3.0,2023.0,32.0,17273.0,0,0,0,0,3,9.756899867693285,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
38.28,4.0,2014.0,45.0,25399.0,1,1,1,0,1,10.142465082152865,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
35.77,2.0,2024.0,13.0,20100.0,1,1,2,0,2,9.908475094047168,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
62.44,1.0,2024.0,5.0,14370.0,1,0,3,0,6,9.57289797907307,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
63.0,3.0,1940.0,24.0,13889.0,0,0,0,0,2,9.53885243891622,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
50.0,3.0,1960.0,12.0,16190.0,2,0,2,0,5,9.69214904667168,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
44.46,1.0,2000.0,12.0,18444.0,1,0,2,0,3,9.822494393326597,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
77.0,3.0,2023.0,7.0,18000.0,0,0,3,0,4,9.798127036878302,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
44.63,5.0,2019.0,18.0,25399.0,0,0,0,0,1,10.142465082152865,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
32.0,4.0,2023.0,7.0,18719.0,0,0,3,1,4,9.83729432980133,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
38.37,1.0,1922.0,45.0,21006.0,1,0,0,0,1,9.952563390182721,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
39.84,4.0,2020.0,29.0,25399.0,0,0,0,0,2,10.142465082152865,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
71.41,10.0,2000.0,10.0,13163.0,2,0,1,0,8,9.485165142425407,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
57.0,3.0,1960.0,19.0,14018.0,3,0,0,0,9,9.54809749706027,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
44.0,3.0,2022.0,14.0,25399.0,0,0,1,0,2,10.142465082152865,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
57.0,2.0,2009.0,40.0,19561.0,0,0,0,0,2,9.881293067026359,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
33.0,3.0,1922.0,45.0,25399.0,1,0,0,0,0,10.142465082152865,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
62.77,3.0,1955.0,14.0,14179.0,1,0,2,0,9,9.559517275737559,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
100.0,1.0,2020.0,3.0,13056.0,0,1,2,0,4,9.477003077203888,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
41.0,2.0,1930.0,45.0,18293.0,1,1,1,0,1,9.814273751991298,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
65.0,4.0,1982.0,13.0,13462.0,0,0,3,0,5,9.507626180570659,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
39.62,1.0,1960.0,28.0,15901.0,2,0,0,0,9,9.674137279312397,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
33.69,6.0,2022.0,10.0,16622.0,2,0,2,0,9,9.718482398112972,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
57.58,3.0,2000.0,18.0,13876.0,3,0,0,0,9,9.53791600808964,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
26.0,4.0,1920.0,24.0,22692.0,1,0,1,0,2,10.029767718446458,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
62.0,14.0,2022.0,12.0,25399.0,1,0,1,0,4,10.142465082152865,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
62.04,3.0,2002.0,7.0,12718.0,3,0,3,0,6,9.450773591827353,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
42.0,1.0,2022.0,20.0,25399.0,0,0,2,1,2,10.142465082152865,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
54.0,3.0,1970.0,14.0,12574.0,0,0,4,0,4,9.439386468943006,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
34.5,2.0,2024.0,4.0,15217.0,2,1,8,0,7,9.630168502920114,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
40.0,6.0,2022.0,7.0,19875.0,1,0,1,1,5,9.897217939522532,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
61.73,4.0,2013.0,6.0,17658.0,1,0,1,0,4,9.778944217461527,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
57.0,1.0,2008.0,29.0,22368.0,1,1,1,0,2,10.015386645033537,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
54.39,1.0,2022.0,6.0,16179.0,2,0,0,0,6,9.691469384005337,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
35.75,2.0,1937.0,2.0,16755.0,2,1,0,1,3,9.726452000171411,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
44.0,5.0,2014.0,30.0,18841.0,0,0,0,0,3,9.843790625278,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
50.0,3.0,2009.0,19.0,16900.0,1,0,3,0,4,9.735068900911164,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
34.34,3.0,1928.0,8.0,20355.0,1,1,3,0,3,9.921081860937079,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
72.3,3.0,1920.0,45.0,22061.0,0,0,0,0,0,10.001566622695764,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
71.5,3.0,2002.0,7.0,13566.0,1,0,8,0,8,9.515321941506025,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
51.0,3.0,1980.0,4.0,13784.0,4,0,4,0,7,9.531263778207766,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
63.64,6.0,1990.0,25.0,15556.0,0,0,1,0,3,9.652201695275638,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
28.0,4.0,1922.0,45.0,16607.0,0,1,0,0,1,9.717579572206754,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
40.0,3.0,2006.0,6.0,17250.0,1,0,5,0,6,9.755567422459507,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
58.6,3.0,1920.0,45.0,15358.0,0,1,1,0,1,9.639391789890489,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
50.0,3.0,1999.0,18.0,15200.0,1,0,3,0,4,9.629050706834368,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
79.1,3.0,1920.0,45.0,20164.0,0,0,0,0,0,9.911654115202522,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
78.3,3.0,1922.0,30.0,15581.0,0,0,0,0,3,9.653807502217354,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
62.0,14.0,2022.0,11.0,25399.0,1,0,1,0,5,10.142465082152865,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
52.0,1.0,1992.0,0.0,15577.0,1,2,2,1,4,9.653550746326605,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
74.98,1.0,1922.0,31.0,16353.0,0,1,1,0,0,9.70216664573239,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
62.53,2.0,1922.0,31.0,15288.0,0,1,1,0,0,9.634823485920109,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
79.13,3.0,1922.0,31.0,16153.0,0,1,1,0,0,9.689861069913759,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
100.0,1.0,2012.0,37.0,22000.0,0,0,0,0,1,9.998797732340453,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
41.0,1.0,2023.0,2.0,16829.0,1,0,2,1,5,9.730858867713073,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
51.24,3.0,2016.0,0.0,14930.0,3,2,2,2,9,9.611127890533236,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
26.58,1.0,2018.0,16.0,25399.0,0,0,1,0,2,10.142465082152865,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
50.0,4.0,2020.0,7.0,16000.0,2,0,2,0,9,9.680344001221918,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
39.76,2.0,2014.0,17.0,25399.0,0,0,0,0,1,10.142465082152865,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
49.7,3.0,1998.0,15.0,14889.0,1,0,3,0,4,9.608377964255551,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
62.1,10.0,1980.0,10.0,12866.0,1,0,2,0,5,9.462343451970945,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
46.2,2.0,2014.0,1.0,20130.0,2,1,1,1,2,9.909966518633837,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
42.0,3.0,2004.0,10.0,16881.0,2,0,1,0,4,9.733944008101389,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
59.0,1.0,2005.0,3.0,13898.0,1,0,7,1,6,9.539500223874272,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
31.0,1.0,2011.0,20.0,23387.0,0,0,1,0,3,10.05993559141207,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
44.0,1.0,2022.0,21.0,25399.0,1,1,1,0,2,10.142465082152865,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
40.0,2.0,1960.0,17.0,18725.0,0,0,0,0,1,9.83761480838542,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
32.0,4.0,2021.0,4.0,15594.0,7,0,6,1,9,9.654641503869545,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
77.0,1.0,2014.0,23.0,25000.0,0,1,1,0,2,10.126631103850338,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
33.82,1.0,1960.0,29.0,15080.0,3,0,1,0,9,9.621124641561947,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
62.0,3.0,1920.0,30.0,16113.0,1,1,1,0,0,9.68738167857357,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
61.0,3.0,1930.0,13.0,16721.0,0,0,1,0,3,9.724420693462669,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
50.0,1.0,1980.0,15.0,12800.0,2,0,3,0,5,9.457200449907708,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
35.54,1.0,2000.0,4.0,14041.0,1,3,2,0,9,9.549736900114642,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
46.99,1.0,2000.0,44.0,25399.0,0,0,0,0,2,10.142465082152865,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
53.68,8.0,2014.0,12.0,16000.0,0,0,4,0,8,9.680344001221918,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
51.0,1.0,1958.0,16.0,19569.0,0,0,1,0,3,9.881701960464206,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
40.0,3.0,2006.0,12.0,17500.0,1,0,5,0,6,9.769956159911606,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
75.0,4.0,2020.0,21.0,18000.0,1,0,1,0,3,9.798127036878302,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
45.22,4.0,2016.0,5.0,17138.0,2,1,0,0,6,9.749053499229063,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
61.1,2.0,2019.0,2.0,14975.0,3,2,4,2,5,9.61413742298365,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
35.79,7.0,2023.0,10.0,18944.0,0,1,0,0,4,9.849242537683732,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
45.0,2.0,1956.0,23.0,13556.0,2,0,1,0,9,9.514584532726943,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
64.48,5.0,2023.0,13.0,16582.0,1,0,0,0,4,9.716073048676163,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
64.42,5.0,2023.0,10.0,16594.0,0,1,0,0,4,9.716796463224231,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
53.61,1.0,2024.0,20.0,15600.0,0,0,4,0,4,9.655026193237628,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
34.0,2.0,1954.0,28.0,14412.0,2,0,0,0,9,9.575816471867984,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
43.44,3.0,1922.0,30.0,12300.0,0,1,1,0,1,9.417354541360508,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
79.46,3.0,1922.0,30.0,15000.0,0,1,1,0,1,9.615805480084347,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
94.64,4.0,1925.0,45.0,20604.0,0,0,1,0,0,9.933240510685476,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
34.89,3.0,1965.0,13.0,15764.0,0,0,1,0,4,9.665484138314895,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
34.0,3.0,1965.0,5.0,17353.0,0,1,0,0,4,9.761520681090504,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
56.0,3.0,1974.0,3.0,13875.0,3,0,1,1,8,9.537843938614635,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
44.0,5.0,2014.0,8.0,18864.0,1,0,3,0,5,9.845010622777153,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
44.0,3.0,2019.0,14.0,25399.0,0,0,1,0,2,10.142465082152865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
39.0,2.0,2018.0,21.0,25399.0,0,0,0,0,1,10.142465082152865,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
100.0,3.0,2004.0,19.0,12600.0,0,0,2,0,6,9.441452092939569,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
79.1,3.0,1920.0,45.0,20164.0,0,0,0,0,0,9.911654115202522,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
43.66,1.0,2022.0,15.0,25399.0,0,0,1,0,2,10.142465082152865,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
76.83,2.0,2014.0,45.0,25399.0,0,1,1,0,1,10.142465082152865,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
44.0,5.0,2022.0,21.0,25399.0,1,1,1,0,2,10.142465082152865,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
55.35,6.0,1980.0,9.0,12195.0,3,0,3,0,6,9.40878131065002,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
80.67,1.0,1920.0,28.0,12384.0,0,1,1,0,1,9.424160595829509,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
34.01,2.0,2017.0,14.0,24081.0,0,1,1,0,2,10.089178426799686,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
32.0,3.0,1922.0,30.0,15312.0,0,0,0,0,3,9.636392113692736,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
39.4,4.0,1980.0,17.0,16472.0,1,0,5,0,9,9.709417248707625,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
52.6,3.0,1940.0,45.0,15779.0,0,0,0,0,1,9.66643522103567,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
37.0,4.0,1960.0,15.0,11892.0,1,0,1,0,8,9.383621184117988,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
48.0,7.0,2018.0,10.0,18125.0,2,0,3,0,6,9.805047479722875,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
